100 1
0 4 61
0 24 89
1 8 83
1 10 38
1 19 6
1 26 20
1 30 90
2 30 52
2 34 66
2 45 93
2 55 34
3 4 95
3 21 34
3 29 98
3 36 12
3 38 78
3 45 75
3 85 11
4 19 22
5 15 39
5 17 66
5 61 83
5 84 61
6 31 11
6 51 52
6 85 70
7 1 91
7 45 93
7 79 72
8 46 51
8 54 30
8 71 21
8 72 99
8 83 57
8 90 66
9 10 4
9 21 67
9 36 69
9 38 7
9 60 37
9 81 83
10 8 97
10 72 27
10 79 27
10 95 60
11 3 21
11 13 48
11 38 88
11 58 25
11 86 28
11 92 89
11 96 90
12 9 53
12 27 89
12 28 81
12 85 78
13 2 87
13 18 10
13 47 74
13 89 63
13 93 24
14 63 72
15 5 58
15 9 65
15 51 37
16 0 14
16 29 33
16 81 76
17 6 73
17 31 79
17 36 16
18 5 99
18 26 45
18 37 15
18 47 75
18 53 39
18 55 76
18 56 39
18 79 60
19 18 40
19 67 52
19 78 23
20 41 90
20 47 96
20 50 21
20 62 94
20 73 70
20 76 19
20 95 54
21 9 55
21 20 94
21 23 10
21 34 14
21 37 59
21 53 60
21 59 96
21 69 54
21 77 95
21 94 52
22 14 70
22 23 91
22 24 59
22 30 19
22 35 36
22 43 58
22 54 50
22 80 56
22 97 4
23 41 3
24 8 15
24 14 62
24 50 2
24 52 13
24 62 68
24 75 68
24 92 49
25 8 84
25 12 35
25 26 52
25 69 61
25 92 4
25 99 2
26 28 64
26 98 76
27 3 94
27 5 20
27 22 58
27 79 19
27 82 41
27 90 88
27 94 91
28 3 87
28 9 27
28 14 47
28 68 61
28 84 7
28 95 14
29 3 16
29 5 19
29 6 97
29 21 81
29 50 10
29 65 95
30 13 18
30 74 15
31 0 44
31 9 82
31 14 2
31 19 57
31 35 24
31 86 76
31 90 48
32 15 24
32 16 31
32 25 94
32 41 3
32 59 1
33 14 73
34 1 57
34 69 21
35 23 50
35 37 10
35 76 63
35 80 3
35 98 51
36 2 66
36 35 34
36 40 46
36 48 27
36 67 53
37 13 86
37 17 65
37 34 77
37 70 8
37 96 75
38 40 6
38 56 4
38 65 41
38 98 13
39 21 39
39 22 68
39 29 2
39 31 74
39 42 77
39 43 6
39 45 37
39 59 39
40 23 57
40 27 22
40 57 30
40 84 79
40 85 81
41 37 81
41 55 15
41 57 85
41 89 35
41 95 87
42 54 19
42 99 6
43 1 49
43 15 25
43 17 44
43 58 24
43 61 94
43 78 61
44 7 9
44 52 64
45 58 21
45 80 31
46 11 29
46 13 16
46 56 39
46 79 29
46 91 97
47 0 98
47 38 10
47 40 65
47 49 85
47 70 75
47 75 86
48 27 12
48 52 88
48 91 30
49 39 68
49 42 92
49 58 12
49 79 82
49 80 25
49 86 26
50 15 87
50 46 29
50 83 72
50 92 62
51 0 81
51 4 95
51 21 36
51 25 78
51 26 35
51 29 49
51 35 63
51 49 58
51 50 55
51 57 13
51 58 40
52 24 41
52 42 32
52 55 79
52 86 43
53 8 38
53 9 73
53 27 21
53 34 17
53 50 83
54 28 44
54 37 69
54 42 9
54 49 2
54 65 55
55 4 88
55 12 56
55 23 44
55 41 95
56 9 30
56 25 29
56 97 92
57 12 81
57 26 91
57 60 67
57 62 58
57 70 99
57 97 70
58 12 46
58 36 76
58 64 6
58 69 6
59 6 98
59 46 25
59 66 25
59 81 56
60 18 36
60 51 100
60 89 60
61 4 56
61 15 37
61 38 25
61 50 7
61 58 92
61 69 62
61 94 16
62 11 15
62 22 36
62 57 24
63 37 37
63 42 27
63 53 53
63 74 38
63 91 23
65 2 92
65 47 52
65 60 93
65 89 94
66 13 51
66 48 57
66 54 9
66 59 31
66 80 55
66 88 78
67 3 36
67 63 86
67 68 24
68 6 86
68 32 39
68 49 74
68 52 65
68 78 33
68 88 70
69 60 85
69 91 87
70 73 33
70 99 55
71 0 97
71 6 69
71 29 85
71 50 21
71 54 18
71 59 44
72 16 86
72 18 91
72 26 78
74 1 46
74 10 64
74 12 23
74 31 12
74 35 67
74 46 18
74 51 97
74 53 18
74 80 40
74 82 11
75 29 17
75 47 72
75 56 40
75 79 31
75 82 92
75 86 73
76 26 4
76 48 19
76 65 37
76 78 78
76 91 99
77 8 99
77 15 35
77 23 2
77 44 57
77 53 55
77 56 49
77 82 90
77 99 82
78 3 69
78 21 8
78 25 18
78 35 56
78 66 18
78 77 15
78 83 13
78 84 61
79 3 100
79 42 68
79 46 35
79 62 80
79 71 6
79 81 91
79 84 92
80 14 40
80 26 56
80 74 26
80 94 44
82 25 50
82 46 48
82 59 68
82 71 71
82 86 26
82 97 96
83 52 60
83 68 95
83 74 98
83 91 25
84 15 1
84 57 84
84 66 51
84 77 65
85 13 79
85 18 65
85 21 71
85 22 53
85 40 16
85 66 94
85 99 27
86 3 94
86 20 82
86 23 68
86 28 4
86 30 68
86 48 18
86 85 49
86 91 32
86 98 14
87 38 23
87 67 7
88 25 34
88 40 25
88 56 26
88 87 63
88 92 17
89 28 67
89 38 37
89 51 88
90 22 98
90 69 60
90 82 76
91 19 55
91 46 40
91 50 44
92 28 19
92 32 20
92 90 45
92 95 93
93 7 62
93 55 34
94 18 19
94 21 84
95 14 70
95 15 29
95 24 55
95 28 86
95 30 99
95 35 66
95 71 65
96 10 74
96 16 92
96 25 97
96 47 28
96 57 90
96 58 8
96 94 6
96 98 90
97 13 56
97 48 88
97 52 86
97 57 28
98 8 20
98 18 57
98 23 19
98 25 49
98 38 54
98 47 23
98 50 30
98 66 52
98 68 95
99 22 63
99 52 32
99 69 80
